question,response
List all educational institutions Yves Pons attended from 2010 to 2020.,"University of Copenhagen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of Copenhagen (2020)"
List all employers Elaine Fox worked for from 2010 to 2020.,"Elaine Fox (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chris Huhne, also known as Christopher Murray Paul-Huhne, held from 2010 to 2012.","Chris Huhne (2010, 2011, 2012); Chris Huhne (2011, 2012); Chris Huhne (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Brian Wecht, also known as Ninja Brian, worked for from 2010 to 2015.","a.s.a. (2010, 2011, 2012, 2013, 2014, 2015); a.s.a. (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Lluís Puig i Gordi, also known as Lluís Puig, was a member of from 2010 to 2020.",iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
List all positions László Kövér held from 2010 to 2020.,"Deputy Prime Minister of the Republic of Hungary 2010 2010 2010 2011 2011 2012 2012 2013 2014 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
"List all positions Angela Rayner, also known as Angela Bowen, held from 2016 to 2020.","Angela Rayner (2016, 2017, 2018, 2019, 2020); Angela Rayner (2020)"
"List all sports teams Mario Balotelli, also known as Mario Balotelli Barwuah, played for from 2010 to 2020.","FC Barcelona (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); FC Barcelona (2020)"
"List all positions Bård Hoksrud, also known as Bård André Hoksrud, held from 2013 to 2019.","Deputy Prime Minister (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of AC Sparta Prague, also known as Sparta Prague, from 2012 to 2020","iek iek (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Andris Bērziņš, also known as Andris Berzins, was a member of from 2010 to 2020.","iii (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); iii (2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of Ministry of Internal Affairs of Ukraine, also known as Ministry of Internal Affairs, from 2010 to 2020","Yuriyev (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yuriyev (2020)"
"List all heads of the government of Hamburg, also known as Free and Hanseatic City of Hamburg, from 2010 to 2020 ","Chancellor of the State of Hamburg 2010 2010 2010 2011 2012 2012 2014 2015 2015 2016, 2017, 2018, 2019, 2020"
"List all positions Kevin Cramer, also known as Kevin John Cramer, held from 2013 to 2020.","Kevin Cramer (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Viktor Yanukovych, also known as Viktor Yanukovich, held from 2010 to 2014.","President of the Republic of Moldova 2010-2011, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2020, 2020, 2020, 2016, 2017, 2018, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2001, 2016, 2017, 2016, 2018, 2019, 2020, 2020, 2016, 2017, 2018, 2019, 2020, 2020, 2016, 2017, 2018, 2019, 2020, 2020, 2020, 2020, 2016, 2017, 2018, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020"
"List all political parties Jordi Turull i Negre, also known as Jordi Turull, was a member of from 2010 to 2020."," (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020);  (2020)"
"List all employers Kristen L. Knutson, also known as Kristen Knutson, worked for from 2010 to 2020.","Kristen L. Knutson (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Tyler Dorsey, also known as Tyler Quincy Dorsey, attended from 2011 to 2017.","University of Oklahoma (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Carenza Lewis worked for from 2010 to 2020.,"Carenza Lewis (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Louisville City FC, also known as Lou City, from 2014 to 2020","Louisville City FC (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Édouard Philippe held from 2010 to 2020.,"Deputy Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Finance (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of Vasas SC from 2019 to 2020,"Vasas SC (2019, 2020)"
List all positions Ludovic Orban held from 2017 to 2020.,"Deputy Prime Minister (2017, 2018, 2019, 2020); Minister of Foreign Affairs (2019, 2020); Minister of State for Foreign Affairs (2019, 2020); Minister of State for Foreign Affairs (2020); Minister of State for Foreign Affairs (2019, 2020); Minister of State for Foreign Affairs (2020)"
List all coaches of Odense Boldklub from 2015 to 2020,"stjana stjana (2015, 2016, 2017, 2018, 2019, 2020); stjana stjana (2020)"
List all political parties Janne Haaland Matlary was a member of from 2010 to 2020.,"Democrat (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal (2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Zena Kamash, also known as Z. Kamash, worked for from 2010 to 2020.","Zena Kamash (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all entities that owned Machinima, Inc. from 2016 to 2019.","Machinima, Inc. (2016, 2017, 2018, 2019, 2020); Yuriya, Inc. (2019); Yuriya, Inc. (2019); Yuriya, Inc. (2019)"
"List all positions Hu Jintao, also known as Hu Jin Tao, held from 2010 to 2013.","Deputy Prime Minister of China (2010, 2011, 2012, 2013, 2014); Minister of State for Education (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Budapest District I, also known as Várkerület, from 2010 to 2020 ","ekáek ádná (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); ekáek ádná (2020)"
List all sports teams Bastian Schweinsteiger played for from 2010 to 2020.,"sterreichische Fußballliga (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Rio Grande do Sul, also known as RS, from 2010 to 2020 ","RS (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Selina Meyer held from 2010 to 2016.,"Selina Meyer (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Chang San-cheng, also known as Zhang Shanzheng, held from 2014 to 2016.","Chang San-cheng (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Manuel Delgado Ruiz was a member of from 2010 to 2015.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015); Republican Party (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all chairpersons of United Russia, also known as Edinaya Rossiya, from 2010 to 2020","United Russia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United Russia (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Han Kuo-yu, also known as Daniel Han Kuo-yu, held from 2013 to 2020.","Han Kuo-yu (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Jim Banks, also known as James Edward Banks, held from 2010 to 2020.",Deputy Secretary of State for the Interior 2010-2020; Minister of State for the Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment 2010-2020; Minister of State for Environment and Climate Change
"List all political parties Márta V. Naszályi, also known as Márta Váradiné Naszályi, was a member of from 2010 to 2020.","lenské státy (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); lenské státy (2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Niue, also known as Niuē, from 2010 to 2020 ",iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
"List all positions John R. Curtis, also known as John Ream Curtis, held from 2010 to 2019.","John R. Curtis (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Neman Stolbtsy from 2017 to 2017,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
List all political parties Aleqa Hammond was a member of from 2010 to 2020.,"Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Conservative Party (2020)"
List all entities that owned Linha de Cintura from 2010 to 2020.,"Linha de Cintura (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Société de la Cintura (2020)"
"List all positions Ashwin Adhin, also known as Michael Ashwin Satyandre Adhin, held from 2013 to 2020.","Ashwin Adhin (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of WSG Tirol, also known as WSG Wattens, from 2010 to 2020","Jeremy Wattens (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all positions Denis Mercier held from 2010 to 2015.,"Denis Mercier (2010, 2011, 2012, 2013, 2014, 2015); Denis Mercier (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Mary Dixon-Woods worked for from 2010 to 2020.,"Mary Dixon-Woods (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all heads of the government of Alberta, also known as AB, from 2014 to 2020 ","Alberta's Minister of Health, Environment, Public Health, Education, Science, Technology, Education, Science, Technology, and Science (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all coaches of FC Dila Gori from 2013 to 2020,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
List all sports teams Alberto Aquilani played for from 2010 to 2018.,"United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); United States national football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); United States national football team (2019, 2020)"
"List all sports teams Ali Karimi, also known as Mohammad Ali Karimi Pashaki, played for from 2010 to 2014."," (2010, 2011, 2012, 2013, 2014);  (2012, 2013, 2014);  (2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Peadar Tóibín, also known as Peadar Toibin, was a member of from 2010 to 2020.","Peadar Tóibn (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all political parties Roger Holeindre was a member of from 2010 to 2020.,"Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Liberal Party (2020)"
"List all sports teams Cesc Fàbregas, also known as Francesc Fàbregas Soler, played for from 2010 to 2020.","FC Barcelona (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Alexis Tsipras, also known as Alexios Tsipras, held from 2012 to 2019.","Alexis Tsipras (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Rachel Sheherazade, also known as Shera, worked for from 2011 to 2020.","Rachel Sheherazade (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Julia Gillard, also known as Julia Eileen Gillard, held from 2010 to 2013.","Deputy Prime Minister (2010, 2011, 2012, 2013, 2014); Minister for Health (2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister for Health (2020, 2020)"
"List all positions George Young, also known as Sir George Samuel Knatchbull Young, 6th Baronet, held from 2010 to 2014.","George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014); George Young (2010, 2011, 2012, 2013, 2014)"
"List all chairpersons of Royal Dutch Rowing Federation, also known as KNRB, from 2010 to 2020","Yvonne van de Velding (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Yvonne van de Velding (2015, 2016, 2017, 2018, 2019, 2020)"
"List all employers Pat Nuttall, also known as Patricia A. Nuttall, worked for from 2011 to 2020.","Pat Nuttall (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Paul Chan Mo-po, also known as Paul Chan, held from 2012 to 2020.","Deputy Prime Minister (2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Minister of Foreign Affairs (2012, 2018, 2019, 2020); Minister of Foreign Affairs (2020)"
"List all employers Guy Bailey, also known as Guy H. Bailey, worked for from 2010 to 2020.","Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Associated Press (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all employers Ellen Weiss worked for from 2010 to 2020.,"Ellen Weiss (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all political parties Andy McKean, also known as Andrew John McKean, was a member of from 2010 to 2020.","United Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); United Democratic Party (2020)"
List all political parties Ilias Kasidiaris was a member of from 2010 to 2020.,"Democrat Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Democratic Party (2020)"
"List all employers John Lasseter, also known as John Alan Lasseter, worked for from 2010 to 2020.","John Lasseter (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
List all sports teams Naomichi Ueda played for from 2011 to 2020.,"Japan national football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Japan national football team (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all coaches of Millwall F.C., also known as The Lions, from 2015 to 2020","Jeremy Clarke (2015, 2016, 2017, 2018, 2019, 2020); Mark O'Neill (2020)"
"List all positions Winston Peters, also known as Winston Raymond Peters, held from 2017 to 2020.","Winston Peters (2017, 2018, 2019, 2020); Winston Peters (2019, 2020); Winston Peters (2019, 2020)"
List all employers Gabriela Pazmiño worked for from 2010 to 2019.,"Gabriela Pazmio (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)"
"List all positions Petr Nečas, also known as Petr Necas, held from 2010 to 2013.","Deputy Prime Minister of the Republic of Lithuania 2010 (2010, 2011, 2012, 2013, 2014); Minister of State for Foreign Affairs 2010 (2011, 2012, 2013, 2014); Minister of State for Foreign Affairs and International Trade 2010 (2011, 2012, 2013, 2014); Minister of State for Foreign Affairs and International Trade 2010 (2015, 2016, 2017, 2018, 2019, 2020)"
"List all educational institutions Isaac Humphries, also known as Isaac Bradley Humphries, attended from 2014 to 2017.","University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, Berkeley, University of California, San Francisco, University of California, San Francisco, University of"
