question,response
"List all chairpersons of United Russia, also known as Edinaya Rossiya, from 2010 to 2020",Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin Vladimir Putin
"List all positions Han Kuo-yu, also known as Daniel Han Kuo-yu, held from 2013 to 2020.",President of the Republic of China
"List all positions Jim Banks, also known as James Edward Banks, held from 2010 to 2020.",Governor of New Jersey
"List all political parties Márta V. Naszályi, also known as Márta Váradiné Naszályi, was a member of from 2010 to 2020.",Márta V. Naszályi was a member of the Democratic Union of Hungarians (MDH) from 2010 to 2020.
"List all heads of the government of Niue, also known as Niuē, from 2010 to 2020 ","Niue, also known as Niu, has had a head of government since 2010"
"List all positions John R. Curtis, also known as John Ream Curtis, held from 2010 to 2019.",President of the Board of Trustees of the University of Oklahoma
List all coaches of FC Neman Stolbtsy from 2017 to 2017,аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн иалови аионалн
List all political parties Aleqa Hammond was a member of from 2010 to 2020.,Conservative Party
List all entities that owned Linha de Cintura from 2010 to 2020.,Linha de Cintura
"List all positions Ashwin Adhin, also known as Michael Ashwin Satyandre Adhin, held from 2013 to 2020.",Ashwin Adhin
"List all coaches of WSG Tirol, also known as WSG Wattens, from 2010 to 2020","List all coaches of WSG Tirol, also known as WSG Wattens, from 2010 to 2020"
List all positions Denis Mercier held from 2010 to 2015.,Denis Mercier
List all employers Mary Dixon-Woods worked for from 2010 to 2020.,Mary Dixon-Woods
"List all heads of the government of Alberta, also known as AB, from 2014 to 2020 ","Alberta, also known as AB, is a province in Canada"
List all coaches of FC Dila Gori from 2013 to 2020,List of coaches of FC Dila Gori from 2013 to 2020
List all sports teams Alberto Aquilani played for from 2010 to 2018.,"Alberto Aquilani played for AC Milan, Juventus, Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F.C., Juventus F."
"List all sports teams Ali Karimi, also known as Mohammad Ali Karimi Pashaki, played for from 2010 to 2014.","Ali Karimi, also known as Mohammad Ali Karimi Pashaki, played for the following sports teams:"
"List all political parties Peadar Tóibín, also known as Peadar Toibin, was a member of from 2010 to 2020.",Irish People's Party
List all political parties Roger Holeindre was a member of from 2010 to 2020.,Conservative Party
"List all sports teams Cesc Fàbregas, also known as Francesc Fàbregas Soler, played for from 2010 to 2020.",Barcelona F.C.
"List all positions Alexis Tsipras, also known as Alexios Tsipras, held from 2012 to 2019.",Prime Minister of Greece
"List all employers Rachel Sheherazade, also known as Shera, worked for from 2011 to 2020.",Shera
"List all positions Julia Gillard, also known as Julia Eileen Gillard, held from 2010 to 2013.",Prime Minister of Australia
"List all positions George Young, also known as Sir George Samuel Knatchbull Young, 6th Baronet, held from 2010 to 2014.","George Young, also known as Sir George Samuel Knatchbull Young, 6th Baronet, was the Member of Parliament for the City of London from 2010 to 2014."
"List all chairpersons of Royal Dutch Rowing Federation, also known as KNRB, from 2010 to 2020","Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter van den Berg, Peter"
"List all employers Pat Nuttall, also known as Patricia A. Nuttall, worked for from 2011 to 2020.","Nuttall, Pat"
"List all positions Paul Chan Mo-po, also known as Paul Chan, held from 2012 to 2020.",President of the Executive Yuan
"List all employers Guy Bailey, also known as Guy H. Bailey, worked for from 2010 to 2020.","Bailey, Guy H."
List all employers Ellen Weiss worked for from 2010 to 2020.,Ellen Weiss
"List all political parties Andy McKean, also known as Andrew John McKean, was a member of from 2010 to 2020.",Democratic Party
List all political parties Ilias Kasidiaris was a member of from 2010 to 2020.,                                                                                                                               
"List all employers John Lasseter, also known as John Alan Lasseter, worked for from 2010 to 2020.",Disney
List all sports teams Naomichi Ueda played for from 2011 to 2020.,Tokyo Gakuen
"List all coaches of Millwall F.C., also known as The Lions, from 2015 to 2020",Millwall F.C.
"List all positions Winston Peters, also known as Winston Raymond Peters, held from 2017 to 2020.",Prime Minister of New Zealand
List all employers Gabriela Pazmiño worked for from 2010 to 2019.,Gabriela Pazmio
"List all positions Petr Nečas, also known as Petr Necas, held from 2010 to 2013.","Petr Neas, also known as Petr Necas, was the mayor of Prague from 2010 to 2013."
"List all educational institutions Isaac Humphries, also known as Isaac Bradley Humphries, attended from 2014 to 2017.",University of North Carolina at Chapel Hill
"List all positions Bruce Poliquin, also known as Bruce Lee Poliquin, held from 2010 to 2019.","Bruce Poliquin, also known as Bruce Lee Poliquin, was a member of the New York State Assembly from 2010 to 2019."
"List all employers Clive Ballard, also known as C Ballard, worked for from 2010 to 2020.",Clive Ballard
"List all positions Thomas Massie, also known as Mr. No, held from 2010 to 2019.","Thomas Massie, also known as Mr. No, was a member of the Kentucky House of Representatives from 2010 to 2019."
"List all positions Kelly Loeffler, also known as Kelly L. Loeffler, held from 2018 to 2020.",Kelly Loeffler
List all coaches of Maccabi Petah Tikva F.C. from 2012 to 2020,List all coaches of Maccabi Petah Tikva F.C. from 2012 to 2020
"List all chairpersons of Ministry of Land, Infrastructure and Transport, also known as MOLIT, from 2015 to 2020","List of chairpersons of Ministry of Land, Infrastructure and Transport, also known as MOLIT, from 2015 to 2020"
"List all chairpersons of PSL University, also known as PSL *, from 2012 to 2020","List of chairpersons of PSL University, also known as PSL *, from 2012 to 2020"
List all educational institutions Beatrice Borromeo attended from 2010 to 2012.,Beatrice Borromeo
List all coaches of SV Ried from 2015 to 2020,SV Ried
List all coaches of FC Voluntari from 2015 to 2020,FC Voluntari
List all employers Christina Warinner worked for from 2010 to 2020.,NBCUniversal
"List all positions Manuel José Macário do Nascimento Clemente, also known as Manuel Clemente, held from 2013 to 2020.",President of the Federal District
"List all heads of the government of Baden-Württemberg, also known as BW, from 2010 to 2020 ","List of heads of the government of Baden-Württemberg, also known as BW, from 2010 to 2020"
"List all positions Pietro Parolin, also known as His Eminence Cardinal Pietro Parolin, held from 2013 to 2020.",Cardinal
List all entities that owned Hello Sanctos from 2011 to 2020.,Hello Sanctos
"List all coaches of Górnik Zabrze, also known as Gornik Zabrze, from 2010 to 2020","Górnik Zabrze, also known as Gornik Zabrze, coach"
List all employers Jonathan Katz worked for from 2010 to 2020.,Jonathan Katz worked for the following employers:
"List all chairpersons of Aston Villa F.C., also known as Aston Villa Football Club, from 2010 to 2020",Aston Villa F.C.
"List all entities that owned MV Orcadia, also known as IMO 7615490, from 2010 to 2020.",MV Orcadia
List all political parties Nicola Giorgino was a member of from 2010 to 2020.,Democrat Party
"List all chairpersons of Ministry of Agriculture, Food and Rural Affairs, also known as Ministry of Agriculture, Food and Rural Affairs (South Korea), from 2013 to 2020",Kim Hyun-soo
List all entities that owned Rabbit from 2010 to 2020.,Rabbit
"List all heads of the government of Montpellier Méditerranée Métropole, also known as Montpellier Agglomeration, from 2010 to 2020 ","Nicolas Sarkozy, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier, François-Henri de Montpellier,"
"List all employers Gilles Pélisson, also known as Gilles Pelisson, worked for from 2010 to 2020.",Gilles Pélisson
"List all employers Jonathan Smallwood, also known as Jonny Smallwood, worked for from 2010 to 2020.",Manchester United
"List all employers Dani Poyatos, also known as Daniel Poyatos, worked for from 2012 to 2020.",Dani Poyatos
"List all political parties Petr Ježek, also known as Petr Jezek, was a member of from 2010 to 2020.",Czechoslovak People's Party
"List all employers Andrea Dutton, also known as Andrea L. Dutton, worked for from 2010 to 2020.","University of California, Berkeley"
"List all sports teams Yuvraj Singh, also known as Y. Singh, played for from 2010 to 2020.",Delhi Daredevils
"List all sports teams Grétar Steinsson, also known as Grétar Rafn Steinsson, played for from 2010 to 2013.",Iceland national football team
List all political parties Idit Silman was a member of from 2010 to 2020.,Idit Silman
"List all sports teams Miroslav Klose, also known as Miroslav Josef Klose, played for from 2010 to 2016.",Bayern Munich
"List all positions Leon Panetta, also known as Leon Edward Panetta, held from 2010 to 2013.",United States Secretary of State
List all sports teams Alberto Gilardino played for from 2010 to 2018.,Alberto Gilardino played for the following sports teams from 2010 to 2018:
"List all political parties Michal Wunsch, also known as Michal Cotler-Wunsh, was a member of from 2010 to 2020.",Democratic Union of the Jewish People's Party
"List all sports teams Carlton Cole, also known as Carlton Michael George Cole, played for from 2010 to 2016.",Arsenal
List all coaches of FC Mordovia Saransk from 2012 to 2020,List of coaches of FC Mordovia Saransk from 2012 to 2020
"List all positions Desmond Swayne, also known as Desmond Angus Swayne, held from 2010 to 2014.","Desmond Swayne, also known as Desmond Angus Swayne, was a member of the House of Commons of the UK Parliament from 2010 to 2014."
"List all coaches of France men's national volleyball team, also known as Équipe de France de volley-ball, from 2010 to 2020","List all coaches of France men's national volleyball team, also known as Équipe de France de volley-ball, from 2010 to 2020"
"List all positions Ko Wen-je, also known as Ke Wenzhe, held from 2014 to 2020.",President of the People's Republic of China
"List all sports teams Jeff Hendrick, also known as Jeffrey Patrick Hendrick, played for from 2010 to 2020.",Houston Astros
List all sports teams Carlo Cudicini played for from 2010 to 2013.,"Carlo Cudicini Carlo Cudicini (born 10 October 1980) is a former Italian professional footballer who played for Juventus, AC Milan, and Inter Milan."
"List all sports teams Jakob Fuglsang, also known as Jakob Diemer Fuglsang, played for from 2010 to 2020.","rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro FF, rebro"
"List all coaches of Nea Salamis Famagusta FC, also known as Nea Salamis, from 2010 to 2020","Nea Salamis Famagusta FC, also known as Nea Salamis, has had the following coaches:"
List all employers Chau-Chyun Chen worked for from 2010 to 2020.,"University of California, Berkeley"
List all sports teams Andrew Symonds played for from 2010 to 2011.,Sydney Roosters
"List all positions Sam Brownback, also known as Samuel Dale Brownback, held from 2010 to 2020.",Governor of Kansas
"List all heads of the government of Pakistan, also known as Islamic Republic of Pakistan, from 2013 to 2020 ",Muhammad Nawaz Sharif
"List all political parties John Finnie, also known as John Bradford Finnie, was a member of from 2010 to 2020.",Labour Party
"List all entities that owned WKVB, also known as WAAF, from 2010 to 2020.",WKVB-TV
List all sports teams Sokratis Papastathopoulos played for from 2010 to 2020.,Sokratis Papastathopoulos
List all sports teams Anthony Mounier played for from 2010 to 2020.,New York Knicks
"List all positions Tom Price, also known as Thomas E. Price, held from 2010 to 2017.",Secretary of Health and Human Services
List all coaches of CS Gaz Metan Mediaș from 2010 to 2020,CS Gaz Metan Mediaș
"List all entities that owned Stratolaunch Systems, also known as Stratolaunch, from 2010 to 2020.","SpaceX, Virgin Galactic, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX, SpaceX,"
