question,response,examples
"List all heads of the government of Italy, also known as Italia, from 2010 to 2020 ","The Italian President of the Republic of Italy (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The Italian Prime Minister (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all heads of the government of Turin, also known as Torino, from 2010 to 2020 
  Answer: Sergio Chiamparino (2010, 2011); Piero Fassino (2011, 2012, 2013, 2014, 2015, 2016); Chiara Appendino (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of Italy national association football team, also known as Italy national football team, from 2010 to 2020
  Answer: Marcello Lippi (2010); Antonio Conte (2014, 2015, 2016); Gian Piero Ventura (2016, 2017); Roberto Mancini (2018, 2019, 2020)
Example:
  Question: List all heads of the government of Lombardy, also known as Lombardia, from 2010 to 2020 
  Answer: Roberto Formigoni (2010, 2011, 2012, 2013); Roberto Maroni (2013, 2014, 2015, 2016, 2017, 2018); Attilio Fontana (2018, 2019, 2020)"
"List all coaches of Akhisar Belediyespor, also known as Akhisar Belediye ve Gençlik Spor, from 2018 to 2020","Akhisar Belediyespor (2018, 2019, 2020); Akhisar Belediyespor (2019, 2020)","Example:
  Question: List all coaches of FC Akzhayik from 2013 to 2020
  Answer: Ljupko Petrović (2013); Artur Avakyants (2019, 2020)
Example:
  Question: List all coaches of KS Kastrioti from 2018 to 2020
  Answer: Elvis Plori (2018); Bledar Devolli (2019, 2020)
Example:
  Question: List all coaches of FC Khimki from 2018 to 2020
  Answer: Igor Shalimov (2018, 2019); Dmitri Gunko (2020)"
"List all employers Adam Vojtěch, also known as Adam Vojtech, worked for from 2013 to 2020.","Adam Vojtch (2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Adam Vojtech (2019, 2020)","Example:
  Question: List all employers Peter Vorderer worked for from 2010 to 2020.
  Answer: University of Mannheim (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Free University of Amsterdam (2010)
Example:
  Question: List all employers Daniele Ganser worked for from 2010 to 2017.
  Answer: University of Basel (2010, 2011); University of St. Gallen (2012, 2013, 2014, 2015, 2016, 2017)
Example:
  Question: List all employers Arne H. Krumsvik, also known as Arne Krumsvik, worked for from 2015 to 2020.
  Answer: Westerdals Oslo School of Arts, Communication and Technology (2015, 2016, 2017, 2018, 2019, 2020); University of Oslo (2017, 2018, 2019, 2020)"
"List all chairpersons of Finns Party, also known as Perussuomalaiset, from 2010 to 2020","Finns Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Finns Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Finns Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all chairpersons of Social Democratic Party of Finland, also known as Suomen Sosialidemokraattinen Puolue, from 2010 to 2020
  Answer: Jutta Urpilainen (2010, 2011, 2012, 2013, 2014); Antti Rinne (2014, 2015, 2016, 2017, 2018, 2019, 2020); Sanna Marin (2020)
Example:
  Question: List all chairpersons of Swedish People's Party of Finland, also known as RKP, from 2010 to 2020
  Answer: Stefan Wallin (2010, 2011, 2012); Carl Haglund (2012, 2013, 2014, 2015, 2016); Anna-Maja Henriksson (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all chairpersons of Democratic Party of Kosovo from 2010 to 2020
  Answer: Hashim Thaçi (2010, 2011, 2012, 2013, 2014, 2015, 2016); Kadri Veseli (2016, 2017, 2018, 2019, 2020)"
"List all coaches of Stoke City F.C., also known as Stoke City Football Club, from 2018 to 2020","Stoke City F.C. (2018, 2019, 2020); Stoke City F.C. (2019, 2020); Stoke City F.C. (2019, 2020)","Example:
  Question: List all coaches of Leicester City F.C., also known as Leicester City Football Club, from 2010 to 2020
  Answer: Sven-Göran Eriksson (2010, 2011); Paulo Sousa (2010); Nigel Pearson (2010, 2011, 2012, 2013, 2014, 2015); Claudio Ranieri (2015, 2016, 2017); Claude Puel (2017, 2018, 2019); Brendan Rodgers (2019, 2020)
Example:
  Question: List all coaches of Manchester City F.C., also known as Manchester City FC, from 2010 to 2020
  Answer: Roberto Mancini (2010, 2011, 2012, 2013); Pep Guardiola (2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all coaches of Hull City A.F.C., also known as Hull City Association Football Club, from 2012 to 2020
  Answer: Steve Bruce (2012, 2013, 2014, 2015, 2016); Nigel Adkins (2017, 2018, 2019); Grant McCann (2019, 2020)"
"List all political parties Lucy Gichuhi, also known as Lucy Muringo Gichuhi, was a member of from 2010 to 2020.","The Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); The Democratic Party (2020); The Democratic Party (2020); The Democratic Party (2020)","Example:
  Question: List all political parties Lucy Harris, also known as Lucy Elizabeth Harris, was a member of from 2010 to 2020.
  Answer: Brexit Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Conservative Party (2020)
Example:
  Question: List all political parties Arturo Scotto was a member of from 2010 to 2020.
  Answer: Left, Ecology and Freedom (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Article 1 – Democratic and Progressive Movement (2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Anna Grodzka was a member of from 2010 to 2016.
  Answer: Democratic Left Alliance (2010, 2011); Palikot's Movement (2011, 2012, 2013, 2014); The Greens (2014, 2015, 2016)"
"List all sports teams Vincenzo Nibali, also known as Lo Squalo, played for from 2010 to 2020.","Vincenzo Nibali (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Serie A (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Serie B (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Serie C (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Serie A (2020)","Example:
  Question: List all sports teams Gianluigi Buffon, also known as Gigi Buffon, played for from 2010 to 2020.
  Answer: Juventus FC (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Italy national association football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018); Paris Saint-Germain F.C. (2018, 2019)
Example:
  Question: List all sports teams Luciano Becchio, also known as Luciano Héctor Becchio, played for from 2010 to 2020.
  Answer: Leeds United F.C. (2010, 2011, 2012, 2013); Norwich City F.C. (2013, 2014, 2015); Rotherham United F.C. (2014, 2015, 2016, 2017, 2018, 2019, 2020); Club Atlético Belgrano (2015)
Example:
  Question: List all sports teams Luca Toni played for from 2010 to 2016.
  Answer: Genoa CFC (2010, 2011); A.S. Roma (2010); FC Bayern Munich (2010); Juventus FC (2011, 2012); Al-Nasr SC (2012); ACF Fiorentina (2012, 2013); Hellas Verona F.C. (2013, 2014, 2015, 2016)"
List all sports teams Sam Tomkins played for from 2010 to 2020.,"Sam Tomkins (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Sam Tomkins (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Sam Tomkins (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Marcus Berg played for from 2010 to 2020.
  Answer: Hamburger SV (2010, 2011, 2012, 2013); PSV Eindhoven (2010, 2011); Panathinaikos F.C. (2013, 2014, 2015, 2016, 2017); Al Ain FC (2017, 2018, 2019); FC Krasnodar (2019, 2020)
Example:
  Question: List all sports teams Marek Hamšík played for from 2010 to 2020.
  Answer: S.S.C. Napoli (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Dalian Professional F.C. (2019, 2020)
Example:
  Question: List all sports teams Mark Roberts played for from 2010 to 2020.
  Answer: Stevenage F.C. (2010, 2011, 2012, 2013); Fleetwood Town F.C. (2013, 2014, 2015); Cambridge United F.C. (2015, 2016, 2017, 2018, 2019, 2020)"
"List all sports teams Juan Cuadrado, also known as Juan Guillermo Cuadrado Bello, played for from 2010 to 2020.","Juan Cuadrado (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Juan Cuadrado (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all sports teams Emmanuel Culio, also known as Juan Emmanuel Culio, played for from 2010 to 2020.
  Answer: CFR Cluj (2010, 2011, 2017, 2018, 2019); Orduspor (2011, 2012); Galatasaray S.K. (2011, 2012, 2013); Mersin İdmanyurdu (2012, 2013); Deportivo de La Coruña (2013, 2014); Unión Deportiva Las Palmas (2014, 2015); Al Wasl FC (2014); RCD Mallorca (2016, 2017); Real Zaragoza (2016); Quilmes Atlético Club (2020)
Example:
  Question: List all sports teams Cuauhtémoc Blanco, also known as Cuauhtemoc Blanco, played for from 2010 to 2016.
  Answer: Mexico national football team (2010, 2011, 2012, 2013, 2014); Tiburones Rojos de Veracruz (2010); Atlético Irapuato (2010, 2011); Dorados de Sinaloa (2012, 2013); Lobos de la BUAP (2013, 2014); Puebla F.C. (2014, 2015); Club América (2016)
Example:
  Question: List all sports teams Juan Román Riquelme, also known as Juan Roman Riquelme, played for from 2014 to 2017.
  Answer: Argentinos Juniors (2014); Boca Juniors (2016, 2017)"
"List all political parties Rachel Carling-Jenkins, also known as Rachel Carling, was a member of from 2010 to 2018.","The Green Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); the Democratic Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); the Republican Party (2010, 2011, 2012, 2016, 2017, 2018, 2019, 2020); the Democratic Party (2010, 2018, 2020); the Republican Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); the Democratic Party (2010, 2016, 2017, 2018, 2019, 2020); the Republican Party (2020)","Example:
  Question: List all political parties Marie-Christine Blandin was a member of from 2010 to 2014.
  Answer: The Ecologists (2010, 2011, 2012, 2013, 2014); The Greens (2010)
Example:
  Question: List all political parties Lucy Harris, also known as Lucy Elizabeth Harris, was a member of from 2010 to 2020.
  Answer: Brexit Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019); Conservative Party (2020)
Example:
  Question: List all political parties Laura Ebke was a member of from 2010 to 2020.
  Answer: Republican Party (2010, 2011, 2012, 2013, 2014, 2015, 2016); Libertarian Party (2016, 2017, 2018, 2019, 2020)"
List all coaches of CD Tondela from 2015 to 2020,"Mauricio Pochettino (2015, 2016, 2017, 2018, 2019, 2020); Mauricio Pochettino (2020)","Example:
  Question: List all coaches of FC Liefering from 2015 to 2020
  Answer: Thomas Letsch (2015, 2016, 2017); Janusz Góra (2017, 2018, 2019); Gerhard Struber (2018, 2019); Michael Feichtenbeiner (2019); Bo Svensson (2019, 2020)
Example:
  Question: List all coaches of FC Lida from 2016 to 2019
  Answer: Vital Tarashchyk (2016); Vyacheslav Geraschenko (2016, 2019); Pyotr Kachura (2017); Sergey Solodovnikov (2017, 2018, 2019)
Example:
  Question: List all coaches of Örebro SK from 2014 to 2020
  Answer: Alexander Axén (2014, 2015, 2016, 2017); Axel Kjäll (2017, 2018, 2019, 2020)"
"List all positions Brian Cowen, also known as Brian Bernard Cowen, held from 2010 to 2011.","Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011); Brian Cowen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)","Example:
  Question: List all positions Brendan O'Connor held from 2010 to 2013.
  Answer: Minister for Home Affairs (2010, 2011); Minister for Human Services (2011, 2012); Minister for Social Services (2012, 2013); Minister for Small Business (Australia) (2012, 2013); Minister for Employment and Workplace Relations (2013); Minister for Immigration and Border Protection of Australia (2013)
Example:
  Question: List all sports teams Brian O'Driscoll, also known as BOD, played for from 2010 to 2014.
  Answer: Ireland national rugby union team (2010, 2011, 2012, 2013, 2014); Leinster Rugby (2010, 2011, 2012, 2013, 2014)
Example:
  Question: List all positions Claude Debru held from 2010 to 2011.
  Answer: director (2010, 2011); president (2010, 2011)"
"List all political parties Ovidiu Silaghi, also known as Ovidiu Ioan Silaghi, was a member of from 2010 to 2020.","Democratic Liberal Party (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); National Liberal Party (2020); Democratic Alliance (2020)","Example:
  Question: List all political parties Ioan Oltean was a member of from 2010 to 2020.
  Answer: Democratic Liberal Party (2010, 2011, 2012, 2013, 2014, 2015); National Liberal Party (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all political parties Halyna Yanchenko, also known as Halyna Ihorivna Yanchenko, was a member of from 2010 to 2020.
  Answer: Democratic Alliance (2010, 2011, 2012, 2013, 2014, 2015); Servant of the People (2019, 2020)
Example:
  Question: List all political parties Valentyn Nalyvaichenko, also known as Valentyn Oleksandrovych Nalyvaichenko, was a member of from 2010 to 2016.
  Answer: Our Ukraine (2010, 2011, 2012); Ukrainian Democratic Alliance for Reform (2012, 2013, 2014, 2015, 2016)"
List all sports teams Kostas Manolas played for from 2010 to 2020.,"Kostas Manolas (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Atromitos F.C. (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Atromitos F.C. (2015, 2016, 2017, 2018, 2019, 2020); Atromitos F.C. (2020); Atromitos F.C. (2020)","Example:
  Question: List all sports teams Kostas Mitroglou played for from 2010 to 2020.
  Answer: Olympiacos F.C. (2010, 2011, 2012, 2013, 2014, 2015); Greece national under-21 football team (2010); Atromitos F.C. (2011, 2012); Panionios (2011); Panionios F.C. (2011); Fulham F.C. (2014); S.L. Benfica (2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Toni Kroos played for from 2010 to 2020.
  Answer: Bayer 04 Leverkusen (2010); Germany national association football team (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); FC Bayern Munich (2010, 2011, 2012, 2013, 2014); Real Madrid CF (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all sports teams Kostas Katsouranis played for from 2010 to 2015.
  Answer: Panathinaikos F.C. (2010, 2011, 2012); Greece national football team (2010, 2011, 2012, 2013, 2014, 2015); P.A.O.K. F.C. (2012, 2013, 2014); Atromitos F.C. (2014, 2015); FC Pune City (2014); Heidelberg United FC (2015)"
"List all heads of the government of Bremen, also known as City Municipality of Bremen, from 2010 to 2020 ","Chancellor of Bremen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Mayor of Bremen (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); Mayor of Bremen (2020)","Example:
  Question: List all heads of the government of Düsseldorf, also known as Dusseldorf, from 2010 to 2020 
  Answer: Dirk Elbers (2010, 2011, 2012, 2013, 2014); Thomas Geisel (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Berlin, also known as Berlin, Germany, from 2010 to 2020 
  Answer: Klaus Wowereit (2010, 2011, 2012, 2013, 2014); Michael Müller (2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all heads of the government of Saxony, also known as Free State of Saxony, from 2010 to 2020 
  Answer: Stanislaw Tillich (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017); Michael Kretschmer (2017, 2018, 2019, 2020)"
List all employers Luciano Onder worked for from 2010 to 2020.,"Luciano Onder (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); ida (2020)","Example:
  Question: List all employers Florian Dombois worked for from 2010 to 2020.
  Answer: University of the Arts Bern (2010, 2011); Zurich University of the Arts (2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020)
Example:
  Question: List all employers Didier Fassin worked for from 2010 to 2020.
  Answer: Institute for Advanced Study (2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020); University of California, Berkeley (2016); Collège de France (2019, 2020)
Example:
  Question: List all employers Ingrid Schaffner worked for from 2010 to 2020.
  Answer: Institute of Contemporary Art, Philadelphia (2010, 2011, 2012, 2013, 2014, 2015); Carnegie International (2015, 2016, 2017, 2018, 2019); Chinati Foundation (2020)"
