question,response,context
"List all employers Ann Sarnoff, also known as Ann M. Sarnoff, worked for from 2010 to 2019.",Ann Sarnoff,"['Jobbykrust Name: Jobbykrust Years Active: 1990-1997', 'Sarita Adve Name: Sarita V. Adve Workplaces: University of Illinois at Urbana-Champaign Rice University Alma Mater: Indian Institute of Technology Bombay (B.Tech) University of Wisconsin-Madison (M.S., PhD)', 'Ann McLaughlin Korologos Name: Ann McLaughlin Image: Portrait of Ann Dore McLaughlin, Under Secretary Dept. of Interior ME1670-10.jpg Office: 19th United States Secretary of Labor President: Ronald Reagan Deputy: Dennis Whitfield Term Start: December 14, 1987 Term End: January 20, 1989 Predecessor: Bill Brock Successor: Elizabeth Dole Birth Name: Ann Marie Lauenstein Birth Date: November 16, 1941 Birth Place: Chatham, New Jersey, U.S. Death Date: January 30, 2023 Death Place: Salt Lake City, Utah, U.S. Party: Republican Party Spouse: William Dore  John McLaughlin (m. 1975-1992)  Tom Korologos (m. 2000) Children: Paula (stepchild with Korologos) Education: Fordham University (BA) University of Pennsylvania (MBA)']"
"List all employers Michael Hout, also known as Mike Hout, worked for from 2010 to 2020.",University of Pittsburgh,"['Michael Hout Name: Michael Hout Birth Date: May 14, 1950 Alma Mater: University of Pittsburgh (BA, 1972); Indiana University (MA, 1973; PhD in Sociology, 1976) Doctoral Advisors: Phillips Cutright (chair), Paula M. Hudis and Elton F. Jackson Main Interests: Sociology, inequality, social change, demography, and quantitative methods Awards: Otis Dudley Duncan Award, American Sociological Association Section on Population (2007); Clifford Clogg Memorial Award, Population Association of America 1996; Elected to American Academy of Arts and Sciences(1997), National Academy of Sciences (2003), and American Philosophical Society (2006)', 'Jonathan Hoefler Name: Jonathan Hoefler Image: Jonathan Hoefler.jpg Caption: Hoefler in 2014 Birth Date: August 22, 1970 Birth Place: New York City, New York, US Occupation: Type designer Employer: Hoefler & Co. Notable Works: Hoefler Text (1991)  Archer (2001)', 'Jobbykrust Name: Jobbykrust Years Active: 1990-1997']"
"List all heads of the government of Guinea, also known as Guinea-Conakry, from 2010 to 2020 ",Moussa Cissé Moussa Cissé,"['Ministry of Budget (Guinea) Agency Name: Ministry of Budget Nativename: Ministère du Budget (French) Type: Ministry Jurisdiction: Government of Guinea Headquarters: Conakry Minister1 Name: Moussa Cissé Minister1 Pfo: Minister of Budget Website: https://mbudget.gov.gn/', 'List of prime ministers of Guinea Post: Prime Minister Body: the Republic of Guinea Native Name: Premier ministre de la République de Guinée Insignia: Coat of Arms of Guinea.svg Insigniacaption: Coat of arms of Guinea Image: Bah oury.jpg Imagesize: 165px Incumbent: Bah Oury Incumbentsince: 28 February 2024 Appointer: Mamady Doumbouya, as Interim President Inaugural: Louis Lansana Beavogui Formation: 26 April 1972', 'Ministry of Public Works (Guinea) Agency Name: Ministry of Public Works Nativename: Ministère des Travaux publics (French) Type: Ministry Jurisdiction: Government of Guinea Headquarters: Conakry Minister1 Name: Yaya Sow Minister1 Pfo: Minister of Public Works']"
"List all employers Linda Bauld, also known as Linda C. Bauld, worked for from 2014 to 2020.",U.S. Department of Commerce,"['Jobbykrust Name: Jobbykrust Years Active: 1990-1997', 'Barbara Spellman Citizenship: United States Workplaces: University of Virginia (1997-present), University of Texas (1993-97) Alma Mater: Roslyn High School (Long Island, NY), Wesleyan University (B.A.), New York University School of Law (J.D.), UCLA (Ph.D.) Birth Date: September 30, 1956 Birth Place: Queens, New York Name: Barbara Anne (""Bobbie"") Spellman Spouse: Frederick Schauer (2010-present), Larry Cohen (bridge) (1983-85) Website: https://www.law.virginia.edu/spellman', 'Linda Bilmes Name: Linda J. Bilmes Image: Linda Bilmes Headshot.jpg Alt: Bilmes in 2020 Office: Former Assistant Secretary and CFO of U.S. Department of Commerce President: Bill Clinton Term Start: 1999 Term End: 2001 Birth Date: 1960 (age 64) Nationality: American Alma Mater: Harvard University Harvard Business School, University of Oxford']"
"List all coaches of PSV Eindhoven, also known as Philips Sport Vereniging, from 2013 to 2020",Ruud van Nistelrooy,"['Philips Stadion Name: Philips Stadion Nickname: PSV Stadion (UEFA name) Image: Psv stadion 2019.jpg Caption: UEFA Location: Frederiklaan 10a Eindhoven, Netherlands Coordinates: 51.44167°N, 5.4675°W Opened: 12 December 1910 Owner: PSV Eindhoven Operator: PSV Eindhoven Surface: Grass Former Names: Philips Sportpark Tenants: PSV Eindhoven (1916–present) Netherlands national football team (selected matches) Capacity: 35,119 Record Attendance: 35,292 PSV vs Manchester United, 15 September 2015 Dimensions: 105 x', 'PSV (women) Clubname: PSV Vrouwen Upright: 0.8 Fullname: Philips Sport Vereniging Vrouwen Nickname: Boeren (Peasants/Farmers)  Lampen (Lightbulbs)  Rood-witten (Red and whites) Short Name: PSV Vrouwen Founded: June 4, 2012, as PSV/FC Eindhoven Ground: De Herdgang Capacity: 2,500 Owntitle: General manager Owner: Marcel Brands Chrtitle: Chairman Chairman: Sandra Dorelijers Mgrtitle: Head coach Manager: Roeland ten Berge League: Eredivisie Vrouwen Season: 2022–23 Position: 4th Website: http://www.psv.nl/vrouwen/home.htm Pattern La1: _psv2223h Pattern B1: _psv2223h Pattern Ra1: _psv2223h Pattern Sh1: _psv2223h Pattern So1: _psv2223hl Leftarm1: FFFFFF Body1: FFFFFF Rightarm1: FFFFFF Shorts1: 000000 Socks1: FFFFFF Pattern La2: _psv2122a Pattern B2: _psv2122a Pattern Ra2: _psv2122a Pattern Sh2: _psv2122a Pattern So2: _psv2122al Leftarm2: 2e2749 Body2: 2e2749 Rightarm2: 2e2749 Shorts2: 2e2749 Socks2: 2e2749', '2022–23 PSV Eindhoven season Club: PSV Eindhoven Season: 2022–23 Chrtitle: CEO Chairman: Marcel Brands Owner: PSV N.V. Mgrtitle: Head coach Manager: Ruud van Nistelrooy (until 24 May) Fred Rutten (caretaker, from 24 May) Stadium: Philips Stadion League: Eredivisie League Result: 2nd Cup1: KNVB Cup Cup1 Result: Winners Cup2: Johan Cruyff Shield Cup2 Result: Winners Cup3: UEFA Champions League Cup3 Result: Play-off round Cup4: UEFA Europa League Cup4 Result: Knockout round play-offs League Topscorer: Xavi Simons (19) Season Topscorer: Xavi Simons (22) Highest Attendance: 36,003 (vs. Excelsior, 8 April 2023) Lowest Attendance: 27,003 (vs. ADO Den Haag, 2 March 2023) Average Attendance: 31,654 Largest Win: 7-1 (vs. Volendam (H), 31 August 2022), (vs. Groningen (H), 11 February 2023) Largest Loss: 0-3 (vs. Cambuur (A), 1 October 2022), (vs. Sevilla (A), 16 February 2023) Pattern La1: _psv2223h Pattern B1: _psv2223h Pattern Ra1: _psv2223h Pattern Sh1: _psv2223h Pattern So1: _psv2223hl Leftarm1: FFFFFF Body1: FFFFFF Rightarm1: FFFFFF Shorts1: 000000 Socks1: FFFFFF Pattern La2: _psv2223a Pattern B2: _psv2223a Pattern Ra2: _psv2223a Pattern Sh2: _psv2223a Pattern So2: _psv2223a Leftarm2: 151E2F Body2: 151E2F Rightarm2: 151E2F Shorts2: 151E2F Socks2: 151E2F Pattern La3: _psv2223t Pattern B3: _psv2223t Pattern Ra3: _psv2223t Pattern Sh3: _psv2223t Pattern So3: _psv2223t Leftarm3: 006AC7 Body3: 006AC7 Rightarm3: 006AC7 Shorts3: 006AC7 Socks3: 006AC7 Prevseason: 2021–22 Nextseason: 2023–24']"
List all employers Pedro J. Ramírez worked for from 2010 to 2020.,San Diego Padres,"['Luis Fernando Ramírez Name: Luis Fernando Ramírez Image: Luis F Ramirez.jpg Imagesize: 150px Caption: Ramírez in 2001 Office: Minister of National Defence Term Start: 30 May 1999 Term End: 25 May 2001 President: Andrés Pastrana Predecessor: Rodrigo Lloreda Successor: Gustavo Adolfo Bell Office2: Minister of Labour and Social Protection Term Start2: 4 July 1992 Term End2: 19 March 1994 President2: César Gaviria Predecessor2: José Elías Melo Acosta Successor2: Gerardo Hernández Correa Birth Date: November 23, 1959 Birth Place: Suaita, Santander, Colombia Nationality: Colombian Party: New Democratic Force Alma Mater: Jorge Tadeo Lozano University Profession: Accountant', 'Pedro Ávila Name: Pedro Ávila Team: Cleveland Guardians Number: 60 Position: Pitcher Birth Date: January 14, 1997 Birth Place: Caracas, Venezuela Bats: Right Throws: Right Debutleague: MLB Debutdate: April 11 Debutyear: 2019 Debutteam: San Diego Padres Statleague: MLB Statyear: April 8, 2024 Stat1Label: Win–loss record Stat1Value: 3–3 Stat2Label: Earned run average Stat2Value: 3.77 Stat3Label: Strikeouts Stat3Value: 78 Teams: * San Diego Padres (, –)', ""Pedro Martínez Name: Pedro Martínez Position: Pitcher Image: Pedro's return.jpg Caption: Martínez in 2010 Bats: Right Throws: Right Birth Date: October 25, 1971 Birth Place: Manoguayabo, Dominican Republic Debutleague: MLB Debutdate: September 24 Debutyear: 1992 Debutteam: Los Angeles Dodgers Finalleague: MLB Finaldate: September 30 Finalyear: 2009 Finalteam: Philadelphia Phillies Statleague: MLB Stat1Label: Win–loss record Stat1Value: 219–100 Stat2Label: Earned run average Stat2Value: 2.93 Stat3Label: Strikeouts Stat3Value: 3,154 Teams: * Los Angeles Dodgers (–) * Montreal Expos (–) * Boston Red Sox (–) * New York Mets (–) * Philadelphia Phillies Highlights: * 8× All-Star (1996–2000, 2002, 2005, 2006) * World Series champion  * 3× Cy Young Award (1997, 1999, 2000) * Triple Crown (1999) * MLB wins leader (1999) * 5× MLB ERA leader (1997, 1999, 2000, 2002, 2003) * 3× AL strikeout leader (1999, 2000, 2002) * Boston Red Sox No. 45 retired * Boston Red Sox Hall of Fame Hoflink: National Baseball Hall of Fame and Museum Hoftype: National Hofdate: 2015 Hofvote: 91.1% (first ballot) Image: Red_Sox_45.svg Name: Pedro Martínez Number: 45 Team: Boston Red Sox Year: 2015""]"
"List all positions Charles Falconer, Baron Falconer of Thoroton, also known as Charles Falconer, held from 2015 to 2020.",Lord Falconer of Thoroton,"['Brian Falconer Name: Brian Falconer Fullname: Brian Terence Falconer Birth Date: June 2, 1933 Birth Place: Perth, Western Australia Death Date: April 4, 2020 Originalteam: Perth Modern Height: 175\xa0cm Weight: 76\xa0kg Position: Wing Statsend: 1960 Years1: 1952–55 Games Goals1: 62 (1) Years2: 1956–60 Games Goals2: 57 (7) Years3: 1960s Club3: Waverley Games Goals3: unknown', 'Hugh Falconer Name: Hugh Falconer Image: Hugh Falconer.jpeg Honorific Suffix: MD, FRS Birth Date: February 29, 1808 Birth Place: Forres, Scotland Death Date: January 31, 1865 Death Place: London, England Father: David Falconer Field: Geology, Botany, Paleontology Work Institutions: Saharanpur Botanical Gardens Calcutta Medical College Agric. Hort. Soc. Bengal Alma Mater: University of Aberdeen University of Edinburgh Doctoral Advisor: Robert Jameson Known For: Precursor of punctuated equilibrium Prizes: Wollaston Medal 1837 Author Abbrev Bot: Falc.', 'John Falconer (poker player) Name: John Falconer Nickname: Burnley John Residence: Burnley, England Birth Date: c. 1955 (age 69) Wsop Bracelet Count: None Wsop Money Finishes: 2 Wsop Main Event Best Finish Rank: 235th Wsop Main Event Best Finish Year: 2005 Ept Titles: None Ept Final Tables: 1 Ept Money Finishes: 2']"
"List all coaches of SSU Politehnica Timișoara, also known as SS Politehnica Timișoara, from 2010 to 2019",Mihai Rohozneanu,"['SSU Politehnica Timișoara Clubname: Politehnica Timișoara Image: SS_Politehnica_Timisoara_logo.svg Upright: 0.65 Fullname: Societatea Sportivă Universitară Politehnica Timișoara SA Nickname: Alb-violeții (The White-Purples)  Băieții în Ghete (Boys in Boots)  Timișorenii (The Timișoara People)  Bănățenii (The Banat People)  Echipa de pe Bega (The Bega River Team) Short Name: Poli Founded: (refoundation) Ground: Electrica / Știința Capacity: 5,000 / 2,600 Owntitle: Owners Owner: Politehnica University of Timișoara (77%) Druckeria (12%) Other private entities (11%) Chairman: Costel Pantilimon Mgrtitle: Head coach Manager: Paul Codrea League: Liga III Season: 2022–23 Position: Liga II, 19th of 20 (relegated) Website: http://www.sspolitehnica.ro/ Current: 2022–23 SSU Politehnica Timișoara season Pattern La1: _sspoli2021h Pattern B1: _sspoli2021h Pattern Ra1: _sspoli2021h Pattern Sh1: _sides_on_white Shorts1: 5b2f89 Socks1: FFFFFF Pattern La2: _sspoli2021a Pattern B2: _sspoli2021a Pattern Ra2: _sspoli2021a Pattern Sh2: _sides_on_black Shorts2: 000000 Socks2: 000000', 'SCM Politehnica Timișoara Clubname: SCM Politehnica Timișoara Image: SCM_Politehnica_Timișoara_logo.png Fullname: Sport Club Municipal Politehnica Timișoara Short Name: Poli Ground: Constantin Jude Hall Capacity: 2,000 Manager: 🇷🇴 Mihai Rohozneanu League: Liga Națională Season: 2022–23 Position: Liga Națională, 12th Colour1: purple Colour2: white Leftarm1: 800080 Body1: 800080 Rightarm1: 800080 Shorts1: 800080 Leftarm2: FFFFFF Body2: FFFFFF Rightarm2: FFFFFF Shorts2: FFFFFF', 'Politehnica University of Timișoara Name: Politehnica University of Timișoara Native Name: Universitatea Politehnica Timișoara Native Name Lang: ro Image: Palatul Loyd Timisoara.jpg Caption: The rectorate in Victory Square Former Names: Polytechnic School (1920–1948) Polytechnic Institute (1948–1970) Traian Vuia Polytechnic Institute (1970–1991) Technical University (1991–1995) Motto: Nu zidurile fac o școală, ci spiritul care domnește într-însa Motto Lang: ro Mottoeng: ""It is not the walls that make a school, but the spirit that reigns in it"" Type: Public Established: November 15, 1920 Budget: 284325514 RON (2020/2021) Rector: Florin Drăgan Academic Staff: 1,016 (2020/2021) Students: 13,081 (2020/2021) Undergrad: 9,577 (2020/2021) Postgrad: 2,964 (2020/2021) Doctoral: 540 (2020/2021) City: Timișoara Province: Timiș Country: Romania Coordinates: 45.75333°N, 21.22472°W Campus Type: Urban Colors: White and blue Website: https://upt.ro/ Qs W: 1401+ Qs W Year: 2024 The W: 1501+ The W Year: 2024']"
List all entities that owned Portrait of Professor Benjamin H. Rand from 2010 to 2020.,Crystal Bridges Museum of American Art,"['Portrait of Professor Benjamin H. Rand Image File: Benjamin rand.jpg Image Size: 250px Title: Portrait of Professor Benjamin H. Rand Artist: Thomas Eakins Year: 1874 Medium: oil on canvas Height Metric: 152 Width Metric: 123 Metric Unit: cm Imperial Unit: in Museum: Crystal Bridges Museum of American Art City: Bentonville, Arkansas', 'John G. Rand Image: John Goffe Rand - Self-Portrait - 1971.271 - Smithsonian American Art Museum.jpg Caption: Self portrait, oil on board, c. 1836 Birth Name: John Goffe Rand Birth Date: January 27, 1801 Death Date: January 23, 1873 Birth Place: Bedford, New Hampshire Death Place: Roslyn, New York Known For: Portrait painting Spouse: Lavinia Brainerd Rand (m. 1831)', 'David G. Rand Name: David Rand Image: DavidGRandPic.jpg Nationality: American Field: Psychology, Economics, Marketing, Mathematical Biology, Cognitive Science, Management Work Institution: Massachusetts Institute of Technology Alma Mater: Cornell University Harvard University Doctoral Advisor: Martin Nowak Academic Advisors: Joshua Greene Website: http://www.DaveRand.org']"
List all employers Oded Aharonson worked for from 2010 to 2020.,Oded Aharonson,"['Jobbykrust Name: Jobbykrust Years Active: 1990-1997', '70 Million Jobs Name: 70 Million Jobs Logo: 70MillionJobsLogo.png Type: Private Industry: Employment agency Fate: Closed Founded: October 5, 2016 Founder: Richard Bronson Defunct: June 2, 2022 Hq Location City: San Francisco, California Hq Location Country: United States Key People: Richard Bronson, CEO Num Employees: 1-10 Website: 70millionjobs.com', 'The Employer Name: The Employer Image: The Employer (2013) key art poster.jpg Alt: Malcolm McDowell as The Employer Caption: Film poster Director: Frank Merle Writer: Frank Merle Producer: Frank Merle  Tiago Mesquita  Ross Otterman Starring: Malcolm McDowell  David Dastmalchian  Paige Howard  Billy Zane Cinematography: Tiago Mesquita Music: Jonathan M. Hartman Studio: Hyrax Entertainment Distributor: Vision Films Runtime: 90 minutes Country: United States Language: English']"
"List all positions Damian Green, also known as Damian Howard Green, held from 2010 to 2017.",Nose tackle,"['Josh Green (footballer) Name: Josh Green Image: Josh Green 2017.2.jpg Image Size: 200px Caption: Green playing for Essendon in June 2017 Fullname: Joshua Green Nickname: Burgers Birth Date: August 24, 1992 Birth Place: Hobart, Tasmania, Australia Originalteam: Clarence (TSL) Draftpick: No. 32, 2010 national draft Height: 178\xa0cm Weight: 77\xa0kg Position: Forward Years1: 2011–2016 Games Goals1: 81 (107) Years2: 2017–2018 Games Goals2: 24 (25) Games Goalstotal: 105 (132) Statsend: 2018 Careerhighlights: *2× Brisbane leading goalkicker 2014, 2015', 'Howard Green (American football) Name: Howard Green Image: Howard Green preseason Jets-v-Eagles, Sep 2009 - 67.jpg Caption: Green with the New York Jets in 2009 Number: 95, 94 Position: Nose tackle Birth Date: January 12, 1979 Birth Place: Donaldsonville, Louisiana, U.S. Height Ft: 6 Height In: 2 Weight Lbs: 340 High School: Donaldsonville (LA) College: LSU Draftyear: 2002 Draftround: 6 Draftpick: 190 Pastteams: * Houston Texans (2002)* * Baltimore Ravens (2002) * Houston Texans (2002) * New Orleans Saints (2003–2006) * Miami Dolphins (2006)* * Minnesota Vikings (2007)* * Seattle Seahawks (2007–2008) * New York Jets (2009) * Washington Redskins (2010)* * New York Jets (2010) * Green Bay Packers (2010–2011) Pastteamsnote: yes Highlights: * Super Bowl champion (XLV) Statlabel1: Total tackles Statvalue1: 97 Statlabel2: Sacks Statvalue2: 1.0 Statlabel3: Forced fumbles Statvalue3: 4 Nfl: GRE226240', 'Phil Greening Name: Phil Greening Fullname: Phil Greening Birth Date: October 3, 1975 Birth Place: Gloucester, England Height: 6 ft Weight: 17 st School: Kingsholm Junior, Chosen Hill University: Gloucester College HE Position: Hooker Years1: 1994-97 Clubs1: Gloucester Apps1: 35 Points1: 30 Years2: 1998-99 Clubs2: Sale Sharks Apps2: 26 Points2: 5 Years3: 2000-05 Clubs3: Wasps Apps3: 69 Points3: 30 Repyears1: 1996-01 Repteam1: England Repcaps1: 24 Reppoints1: 30 Repyears2: 2001 Repteam2: British & Irish Lions']"
